epoch,step,train_loss,val_loss
0,49,0.6679190397262573,
0,99,0.40670114755630493,
0,123,,0.3353571891784668
1,149,0.2682892680168152,
1,199,0.18625560402870178,
1,247,,0.13741342723369598
2,249,0.1391361653804779,
2,299,0.1076393648982048,
2,349,0.08527342230081558,
2,371,,0.08021093904972076
3,399,0.07515620440244675,
3,449,0.06285574287176132,
3,495,,0.053905900567770004
4,499,0.05559985339641571,
4,549,0.04923594743013382,
4,599,0.046031974256038666,
4,619,,0.04283371940255165
5,649,0.04156332463026047,
5,699,0.040096282958984375,
5,743,,0.03582584857940674
6,749,0.036188315600156784,
6,799,0.03357531875371933,
6,849,0.032135795801877975,
6,867,,0.03094254434108734
7,899,0.02935437113046646,
7,949,0.031371258199214935,
7,991,,0.027672434225678444
8,999,0.03017798438668251,
8,1049,0.02763495407998562,
8,1099,0.029566701501607895,
8,1115,,0.025471018627285957
9,1149,0.024488229304552078,
9,1199,0.025983305647969246,
9,1239,,0.02395545318722725
10,1249,0.022472500801086426,
10,1299,0.02367430552840233,
10,1349,0.023110631853342056,
10,1363,,0.02263910323381424
11,1399,0.02112560346722603,
11,1449,0.023193370550870895,
11,1487,,0.022575419396162033
12,1499,0.02084030956029892,
12,1549,0.021637506783008575,
12,1599,0.019670212641358376,
12,1611,,0.02146860957145691
13,1649,0.022182777523994446,
13,1699,0.019087515771389008,
13,1735,,0.02118774689733982
14,1749,0.022046808153390884,
14,1799,0.016859926283359528,
14,1849,0.020360130816698074,
14,1859,,0.01977526769042015
15,1899,0.018927935510873795,
15,1949,0.018294472247362137,
15,1983,,0.01942783035337925
16,1999,0.01895185001194477,
16,2049,0.018446002155542374,
16,2099,0.019083844497799873,
16,2107,,0.01886603981256485
17,2149,0.01827961765229702,
17,2199,0.016916003078222275,
17,2231,,0.018542425706982613
18,2249,0.01945270225405693,
18,2299,0.01729748770594597,
18,2349,0.017512738704681396,
18,2355,,0.01871415041387081
19,2399,0.01601622998714447,
19,2449,0.017333947122097015,
19,2479,,0.018177686259150505
20,2499,0.016797129064798355,
20,2549,0.017183922231197357,
20,2599,0.016709845513105392,
20,2603,,0.017827652394771576
21,2649,0.01559489220380783,
21,2699,0.015221833251416683,
21,2727,,0.017890961840748787
22,2749,0.014873357489705086,
22,2799,0.015782710164785385,
22,2849,0.016073286533355713,
22,2851,,0.01748235523700714
23,2899,0.017127085477113724,
23,2949,0.016033990308642387,
23,2975,,0.017649101093411446
24,2999,0.015354236587882042,
24,3049,0.01478305272758007,
24,3099,0.015661485493183136,
24,3099,,0.017503714188933372
25,3149,0.013887702487409115,
25,3199,0.015284674242138863,
25,3223,,0.01722688414156437
26,3249,0.013906928710639477,
26,3299,0.01572156511247158,
26,3347,,0.0174203310161829
27,3349,0.014749379828572273,
27,3399,0.014348894357681274,
27,3449,0.012037742882966995,
27,3471,,0.017337217926979065
28,3499,0.014349164441227913,
28,3549,0.012432090006768703,
28,3595,,0.0172119177877903
29,3599,0.01324380747973919,
29,3649,0.012445843778550625,
29,3699,0.01310370396822691,
29,3719,,0.01732279546558857
30,3749,0.011916570365428925,
30,3799,0.013629818335175514,
30,3843,,0.018169904127717018
31,3849,0.013037014752626419,
31,3899,0.014502773061394691,
31,3949,0.012811973690986633,
31,3967,,0.017578216269612312
32,3999,0.013912968337535858,
32,4049,0.012787283398211002,
32,4091,,0.017777634784579277
33,4099,0.010639402084052563,
33,4149,0.01215092372149229,
33,4199,0.012641281820833683,
33,4215,,0.017834408208727837
